message,description,id,page_id,full_text,locations
"If you think Antique doesn’t have white sand beaches, think again! This one is in Sibato Island in Caluya, Antique. Thanks to Jon Sambito for sending this over. Send us your travel shots via PM for a chance to get featured here too!",,240054519398747_912964245441101,itsmorefuninthePhilippines,"If you think Antique doesnt have white sand beaches, think again! This one is in Sibato Island in Caluya, Antique. Thanks to Jon Sambito for sending this over. Send us your travel shots via PM for a chance to get featured here too! ",Sibato Island$$Caluya
This Portuguese lady left her country with a broken heart and found healing and home in Malapascua Island. Read her story on the link below and spread the love!,"Malapascua island, Philippines might be the most beautiful paradise on earth. This is an island with no cars, no atm's, but with the most hospitable people.",240054519398747_912070098863849,itsmorefuninthePhilippines,"This Portuguese lady left her country with a broken heart and found healing and home in Malapascua Island. Read her story on the link below and spread the love! Malapascua island, Philippines might be the most beautiful paradise on earth. This is an island with no cars, no atm's, but with the most hospitable people.",Malapascua Island$$Philippines
There are a ton of famous beach destinations around the world and we’re happy to say we’re catching up in terms of popularity! This blog put the PH on their list of lesser-known and more interesting destinations around the world. Check out what they have to say about the PH and share away!,"Have you ever considered visiting a place off-the-beaten-track, lesser known and a little more interesting? Here are 10 of the most underrated travel destinations you must visit from around the world.",240054519398747_912069165530609,itsmorefuninthePhilippines,"There are a ton of famous beach destinations around the world and were happy to say were catching up in terms of popularity! This blog put the PH on their list of lesser-known and more interesting destinations around the world. Check out what they have to say about the PH and share away! Have you ever considered visiting a place off-the-beaten-track, lesser known and a little more interesting? Here are 10 of the most underrated travel destinations you must visit from around the world.",
"Watch out—shark passing through! Divers who have the wonderful opportunity to swim in Monad Shoal in Malapascua Island, Cebu will be delighted with views like this one. 

Photo by Noel Guevara",,240054519398747_911759912228201,itsmorefuninthePhilippines,"Watch outshark passing through! Divers who have the wonderful opportunity to swim in Monad Shoal in Malapascua Island, Cebu will be delighted with views like this one. 

Photo by Noel Guevara ",Malapascua Island$$Monad Shoal$$Cebu
"Ever wonder why one of science fiction’s most famous character was named after the Philippines' Sulu Sea? Star Trek actor George Takei explains it here. 

http://www.gmanetwork.com/news/story/532464/hashtag/george-takei-explains-why-his-star-trek-character-was-named-after-philippines-sulu-sea","George Takei is renowned worldwide for his portrayal of Hikaru Sulu, the helmsman of the USS Enterprise in the original Star Trek television and movie series.",240054519398747_911444572259735,itsmorefuninthePhilippines,"Ever wonder why one of science fictions most famous character was named after the Philippines' Sulu Sea? Star Trek actor George Takei explains it here. 

  George Takei is renowned worldwide for his portrayal of Hikaru Sulu, the helmsman of the USS Enterprise in the original Star Trek television and movie series.",Philippines
"If you’re looking for a more bite-sized experience of culture and art, then you may want to check out this list of 10 Small Museums in Metro Manila. Click on the link and start your fun museum-hop!",Explore a little more beyond the National Museum or the Met.,240054519398747_911150462289146,itsmorefuninthePhilippines,"If youre looking for a more bite-sized experience of culture and art, then you may want to check out this list of 10 Small Museums in Metro Manila. Click on the link and start your fun museum-hop! Explore a little more beyond the National Museum or the Met.",Metro Manila
It’s not too late to pack your 2015 with amazing Philippine adventures! Click on this list of 10 Best Outdoor adventures in the Philippines and share with your friends!,"Here are the top 10 outdoor adventures in the Philippines for the first half of 2015 based on reviews on looloo, the #1 review site in the Philippines.",240054519398747_911150268955832,itsmorefuninthePhilippines,"Its not too late to pack your 2015 with amazing Philippine adventures! Click on this list of 10 Best Outdoor adventures in the Philippines and share with your friends! Here are the top 10 outdoor adventures in the Philippines for the first half of 2015 based on reviews on looloo, the #1 review site in the Philippines.",Philippines
"This travel blogger wanted to get away from the busy city, so he trekked to Lake Holon. Find out why he felt like he had “time-hopped to a different dimension.” Click on the link and share with your fellow travelers. 

https://anthonygaupo.wordpress.com/2015/06/07/sacred-simplicity-of-lake-holon/","In the midst of complexity of life, I found the opposite whenever I wander to places I've never thought I will be. In the first place, I never thought of staying in Mindanao for the longest time I ...",240054519398747_910687185668807,itsmorefuninthePhilippines,"This travel blogger wanted to get away from the busy city, so he trekked to Lake Holon. Find out why he felt like he had time-hopped to a different   on the link and share with your fellow travelers. 

  In the midst of complexity of life, I found the opposite whenever I wander to places I've never thought I will be. In the first place, I never thought of staying in Mindanao for the longest time I ...",Lake Holon$$Mindanao
"Good morning from Lake Holon! This still and dreamy lake lies at the crater of Mt. Melibengoy (Mt. Parker) in T’boli, South Cotabato and requires a rough 3 hour hike. Most visitors describe it as magical and we can see why!

Photo taken from nomadperspectives.com",,240054519398747_910361795701346,itsmorefuninthePhilippines,"Good morning from Lake Holon! This still and dreamy lake lies at the crater of Mt. Melibengoy (Mt. Parker) in Tboli, South Cotabato and requires a rough 3 hour hike. Most visitors describe it as magical and we can see why!

Photo taken from   ",Mt. Melibengoy$$Mt. Parker$$Tboli$$South Cotabato
"How would you like to spend your Sunday with turtles and other wonderful creatures of Apo Reef? Click on the link as this video takes you there!

https://vimeo.com/136714991","Diving trip to Apo Island, Negros Oriental - Philippines. Filmed by: Myself and Joel Filmed on: Panasonic FZ-62, GoPro Hero 4, SJ400 action cam. Edited myself …",240054519398747_910195215718004,itsmorefuninthePhilippines,"How would you like to spend your Sunday with turtles and other wonderful creatures of Apo Reef? Click on the link as this video takes you there!

  Diving trip to Apo Island, Negros Oriental - Philippines. Filmed by: Myself and Joel Filmed on: Panasonic FZ-62, GoPro Hero 4, SJ400 action cam. Edited myself ",Apo Island$$Apo Reef$$Negros Oriental - Philippines
"With so many places and adventures to choose from, a list of the Top Destinations may come in handy. Here’s a list of some of the best in the PH. Click on the link and start planning that itinerary!

http://mrjjguerrero.com/2015/08/01/philippine-travelogue-the-countrys-top-destinations/","Exploring the bustling cities of our dreams and the island paradise of our choice and even climbing the mountains that captivate us are all in our bucket list. Given the chance, we all want to take...",240054519398747_910056872398505,itsmorefuninthePhilippines,"With so many places and adventures to choose from, a list of the Top Destinations may come in handy. Heres a list of some of the best in the PH. Click on the link and start planning that itinerary!

  Exploring the bustling cities of our dreams and the island paradise of our choice and even climbing the mountains that captivate us are all in our bucket list. Given the chance, we all want to take...",
"From photo ops at Asia’s cleanest lake, to frolicking on fine sandy beaches, down to exploring World War Two shipwrecks, visitors will never run out of things to see and do in Coron, Palawan. If you’ve been there before, tell us all about it in the comments section! 

http://insights.looloo.com/coron-palawan-tourist-spots/?utm_source=social&utm_medium=fb&utm_campaign=fbtl","When you visit Coron, Palawan, Philippines, make sure you visit these 8 places to get a real taste of paradise.",240054519398747_909609649109894,itsmorefuninthePhilippines,"From photo ops at Asias cleanest lake, to frolicking on fine sandy beaches, down to exploring World War Two shipwrecks, visitors will never run out of things to see and do in Coron, Palawan. If youve been there before, tell us all about it in the comments section! 

  When you visit Coron, Palawan, Philippines, make sure you visit these 8 places to get a real taste of paradise.",Coron$$Palawan$$Philippines
"Who wants to travel around the PH – for free! Who wants to enjoy 80 wonders of the country in 80 days? If you’re game, sign up at travelbook.ph’s juanderlust. Click on the link to know more! 


http://www.spot.ph/things-to-do/the-latest-things-to-do/63332/travelbookph-stopsleepgo-juanderlust",Travelbook.ph is giving away a free trip around the country. Find out how you can be the chosen Juan.,240054519398747_909126682491524,itsmorefuninthePhilippines,"Who wants to travel around the PH  for free! Who wants to enjoy 80 wonders of the country in 80 days? If youre game, sign up at   Click on the link to know more! 


    giving away a free trip around the country. Find out how you can be the chosen Juan.",
"Falls Alarm! The Tumalog Falls in Cebu is simply mesmerizing – whichever angle you look at it. Kudos to Jominah Queen Tornilla for this photo! Send your travel photos, videos or blog posts through PM and they might be shown here next Friday!",,240054519398747_908430312561161,itsmorefuninthePhilippines,"Falls Alarm! The Tumalog Falls in Cebu is simply mesmerizing  whichever angle you look at it. Kudos to Jominah Queen Tornilla for this photo! Send your travel photos, videos or blog posts through PM and they might be shown here next Friday! ",Cebu
"No selfie stick ban here! At Lake Sebu’s Seven Falls Zipline, you get to soar above the area’s magnificent falls! Thanks to Ogie Manlungat for this awesome shot. If you have photos, videos or blog posts you’d want to share, send them through PM and we’ll feature them soon!",,240054519398747_908429745894551,itsmorefuninthePhilippines,"No selfie stick ban here! At Lake Sebus Seven Falls Zipline, you get to soar above the areas magnificent falls! Thanks to Ogie Manlungat for this awesome shot. If you have photos, videos or blog posts youd want to share, send them through PM and well feature them soon! ",Lake Sebus Seven Falls Zipline
"The Philippines is in for a surprise of Universal proportions! Miss Universe New Zealand 2014 Rachel Millns and 20 finalists competing for this year's title have arrived in Manila for a 10-day tour of the country. 

https://www.facebook.com/MissUniverseNZ
http://instagram.com/missuniversenz
https://www.facebook.com/tpbphl?fref=ts

#MUNZ #missuniversenz #tpbgovph #itsmorefuninthephilippines",,240054519398747_908171212587071,itsmorefuninthePhilippines,"The Philippines is in for a surprise of Universal proportions! Miss Universe New Zealand 2014 Rachel Millns and 20 finalists competing for this year's title have arrived in Manila for a 10-day tour of the country. 

 
 
 

#MUNZ #missuniversenz #tpbgovph #itsmorefuninthephilippines ",Manila$$New Zealand$$Philippines
"Simply irresistible! Two of our 7,107 islands made it to this list of “16 Irresistible Islands Around the Globe.” Can you guess which they are? 

http://thetravelmanuel.com/irresistible-islands-around-the-globe/",We've hit the interwebs to discover some of the most irresistible islands around the globe and come up with 16 of them. Have you been to any of these?,240054519398747_908056635931862,itsmorefuninthePhilippines,"Simply irresistible! Two of our 7,107 islands made it to this list of 16 Irresistible Islands Around the   you guess which they are? 

  We've hit the interwebs to discover some of the most irresistible islands around the globe and come up with 16 of them. Have you been to any of these?",
"Once again, the Philippines was featured by travel authority, Conde Nast Traveler! Check out their feature that puts together the best things about the Philippines! Don’t forget to share!

http://www.cntraveller.com/recommended/tropical/the-best-of-the-philippines","All you need to know about out-of-the-way islands, soothing spas and what’s hot in Manila",240054519398747_907851795952346,itsmorefuninthePhilippines,"Once again, the Philippines was featured by travel authority, Conde Nast Traveler! Check out their feature that puts together the best things about the Philippines! Dont forget to share!

  All you need to know about out-of-the-way islands, soothing spas and whats hot in Manila",Manila$$Philippines
"The “BER” months are here! Cooler days are up ahead and what better way to enjoy the cool weather than with a bowl of piping hot sopas (macaroni soup)? Dig in! 

Photo from angsarap.net",,240054519398747_907514125986113,itsmorefuninthePhilippines,"The BER months are here! Cooler days are up ahead and what better way to enjoy the cool weather than with a bowl of piping hot sopas (macaroni soup)? Dig in! 

Photo from   ",
"Canadian-born but Pinoy at heart, Kyle (or Kulas) is on a journey to become Filipino! Among the things he’s done so far: blow a plastic balloon, roll up his shirt halfway up his belly, join a videoke competition on a ferry and more! Read on for the rest of the hilarious and uniquely Filipino traditions he’s mastered!","Living somewhere new, you are going to experience new things. In the Philippines, I have experienced a lot of things I had never done before. Here are 25...",240054519398747_907514005986125,itsmorefuninthePhilippines,"Canadian-born but Pinoy at heart, Kyle (or Kulas) is on a journey to become Filipino! Among the things hes done so far: blow a plastic balloon, roll up his shirt halfway up his belly, join a videoke competition on a ferry and more! Read on for the rest of the hilarious and uniquely Filipino traditions hes mastered! Living somewhere new, you are going to experience new things. In the Philippines, I have experienced a lot of things I had never done before. Here are 25...",Philippines
"Forget vanilla and chocolate ice cream! In the Philippines, we’ve got a ton of exciting new flavors for you to try—like ensaymada, frozen taho and even laing ice cream! Click below to find out where to get these yummy delights!

http://www.spot.ph/eatdrink/the-latest-eat-drink/63151/10-filipino-ice-cream-flavors?page=1","From nangkasuy to laing to..wait, what? These are not your lola's sorbetes.",240054519398747_907054959365363,itsmorefuninthePhilippines,"Forget vanilla and chocolate ice cream! In the Philippines, weve got a ton of exciting new flavors for you to trylike ensaymada, frozen taho and even laing ice cream! Click below to find out where to get these yummy delights!

  From nangkasuy to laing   These are not your lola's sorbetes.",Philippines
"It’s the first sunset of the week and the last for August! Here’s hoping everyone is off to a good and peaceful start today, just like this serene photo taken in Bagac, Bataan.

Photo by Jaimee de Guzman",,240054519398747_906105826126943,itsmorefuninthePhilippines,"Its the first sunset of the week and the last for August! Heres hoping everyone is off to a good and peaceful start today, just like this serene photo taken in Bagac, Bataan.

Photo by Jaimee de Guzman ",Bagac$$Bataan
"How far can P1,000 (roughly $25) take you in the Philippines? This blogger managed to squeeze in an overnight beach trip out of town, visit famous tourist spots and enjoy hearty meals by the locals! Read on!

 http://www.lakas.com.ph/2012/06/how-much-did-i-spend-on-our-overnight-trip-to-bataan/","How much did I spend on our overnight trip to Bataan June 13, 2012by Josiah 24 Comments I was looking for a quick overnight trip to the beach and was asking friends on where I could go, but here’s the catch, I only had 1,000 Pesos for my budget inclusive of transportation, food and lodging. I asked…",240054519398747_906105582793634,itsmorefuninthePhilippines,"How far can P1,000 (roughly $25) take you in the Philippines? This blogger managed to squeeze in an overnight beach trip out of town, visit famous tourist spots and enjoy hearty meals by the locals! Read on!

   How much did I spend on our overnight trip to Bataan June 13, 2012by Josiah 24 Comments I was looking for a quick overnight trip to the beach and was asking friends on where I could go, but heres the catch, I only had 1,000 Pesos for my budget inclusive of transportation, food and lodging. I asked",Bataan$$Philippines
"2015 is Visit the PH year! And in a few days, we’ll be having the 26th Philippine Travel Mart, a travel exhibition that offers awesome deals to destinations around the country. For more on what’s happening this month, click on visitph2015.com!",,240054519398747_905948039476055,itsmorefuninthePhilippines,"2015 is Visit the PH year! And in a few days, well be having the 26th Philippine Travel Mart, a travel exhibition that offers awesome deals to destinations around the country. For more on whats happening this month, click on   ",
"Think you know how to speak “Beki” (local gay lingo)? We bet these foreigners can do better than you! Click on the link and see if you can speak better “Beki” than these guys. 

http://www.rappler.com/move-ph/balikbayan/102541-beki-kanto-tagalog-manila-expats?utm_content=buffer6d3ca&utm_medium=social&utm_source=facebook.com&utm_campaign=buffer","In their videos, an American and his foreign friends explore Manila through language, food, culture, and crazy antics",240054519398747_905905426146983,itsmorefuninthePhilippines,"Think you know how to speak Beki (local gay lingo)? We bet these foreigners can do better than you! Click on the link and see if you can speak better Beki than these guys. 

  In their videos, an American and his foreign friends explore Manila through language, food, culture, and crazy antics",Manila
Nothing like a fun game of hide and seek! Here are 10 Hidden Coves in the Philippines for you to discover. Click on the link and share with your fellow adventure seekers!,Ensure a restful and relaxing 2015 by visiting all of these hidden coves found in the Philippines!,240054519398747_905238252880367,itsmorefuninthePhilippines,Nothing like a fun game of hide and seek! Here are 10 Hidden Coves in the Philippines for you to discover. Click on the link and share with your fellow adventure seekers! Ensure a restful and relaxing 2015 by visiting all of these hidden coves found in the Philippines!,Philippines
"Marble walls and floors in the rough. Let this photographer/blogger take you for a stroll along Malangaan Cave in Bulacan and take in the beautiful sights!

http://www.kimijuan.com/kimijuanphoto/malangaan-cave-bulacan-the-amazing-marble-caves",Marble Cave dreams come true.,240054519398747_905237816213744,itsmorefuninthePhilippines,"Marble walls and floors in the rough. Let this photographer/blogger take you for a stroll along Malangaan Cave in Bulacan and take in the beautiful sights!

  Marble Cave dreams come true.",Malangaan Cave$$Bulacan
The Bangui Wind Farm in Ilocos Norte looks stunning even from a different angle. Thanks to Nic Villanueva for sharing this photo! Send us your own amazing PH shots and we just might post them here!,,240054519398747_904766749594184,itsmorefuninthePhilippines,The Bangui Wind Farm in Ilocos Norte looks stunning even from a different angle. Thanks to Nic Villanueva for sharing this photo! Send us your own amazing PH shots and we just might post them here! ,
"Good morning from Mt. Batulao! Thanks to Donnvandonn Rodriguez for sending us this fresh-looking photo. If you have your own PH photos to share, send them to us and we just might feature them here!",,240054519398747_904507529620106,itsmorefuninthePhilippines,"Good morning from Mt. Batulao! Thanks to Donnvandonn Rodriguez for sending us this fresh-looking photo. If you have your own PH photos to share, send them to us and we just might feature them here! ",Mt. Batulao
"Award-winning writer and food critic Cara Golden was invited by a Filipino chef to try home-cooked pancit, kare-kare, lumpia and turon. Click on the article to read what she had to say about it.","Like the culture it hails from, Filipino food is a diverse melting pot of ethnic traditions",240054519398747_904187829652076,itsmorefuninthePhilippines,"Award-winning writer and food critic Cara Golden was invited by a Filipino chef to try home-cooked pancit, kare-kare, lumpia and turon. Click on the article to read what she had to say about it. Like the culture it hails from, Filipino food is a diverse melting pot of ethnic traditions",
Skyscanner.com put together a list of “10 rather amazing hidden gems that make unexpected travel destinations” and one place from the PH made it on the list. Click on the link to find out which one it is and share with your friends!,10 rather amazing hidden gems that make great unexpected travel destinations.,240054519398747_904187669652092,itsmorefuninthePhilippines,  together a list of 10 rather amazing hidden gems that make unexpected travel destinations and one place from the PH made it on the list. Click on the link to find out which one it is and share with your friends! 10 rather amazing hidden gems that make great unexpected travel destinations.,
"Talk about a bright idea and an equally bright girl. This young Filipina created a lamp that runs on salt water! Her ground-breaking innovation has earned her recognition around Asia. 
Read more about it here:

http://mobile.abs-cbnnews.com/lifestyle/gadgets-and-tech/08/02/15/pinay-scientist-creates-lamp-runs-saltwater/",'To light up the rest of the Philippines sustain-ably' was the vision of Filipina scientist Aisa Mijeno when she innovated the Sustainable Alternative Lighting (SALt) lamp.,240054519398747_903665979704261,itsmorefuninthePhilippines,"Talk about a bright idea and an equally bright girl. This young Filipina created a lamp that runs on salt water! Her ground-breaking innovation has earned her recognition around Asia. 
Read more about it here:

  'To light up the rest of the Philippines sustain-ably' was the vision of Filipina scientist Aisa Mijeno when she innovated the Sustainable Alternative Lighting (SALt) lamp.",Asia$$Philippines
"It’s been found out that Panglao Island in Bohol has more marine biodiversity than Japan and the Mediterranean Sea. It also packs a lot of activities and adventures for travelers! Here are 5 of the top must-dos when you visit!

http://www.choosephilippines.com/go/islands-and-beaches/1193/experience-panglao/","Bohol's Panglao Island is famous for its numerous tourist resorts, world-class diving sites, and beautiful coral reefs. Definitely one of the best island destinations this summer!",240054519398747_902846233119569,itsmorefuninthePhilippines,"Its been found out that Panglao Island in Bohol has more marine biodiversity than Japan and the Mediterranean Sea. It also packs a lot of activities and adventures for travelers! Here are 5 of the top must-dos when you visit!

  Bohol's Panglao Island is famous for its numerous tourist resorts, world-class diving sites, and beautiful coral reefs. Definitely one of the best island destinations this summer!",Japan$$Panglao Island$$Mediterranean Sea$$Bohol
"Some secrets are too good to keep! That’s why we’re sharing a few with you right now. Check out 15 secret beaches in the PH and tell us if you’ve been to any of them!

http://magazine.tripzilla.com/secret-beaches-in-the-philippines/23638",Love the beach but hate the crowd? Head to these secret beaches in the Philippines.,240054519398747_902846069786252,itsmorefuninthePhilippines,"Some secrets are too good to keep! Thats why were sharing a few with you right now. Check out 15 secret beaches in the PH and tell us if youve been to any of them!

  Love the beach but hate the crowd? Head to these secret beaches in the Philippines.",Philippines
"Everyone expects a little history lesson when visiting Corregidor Island, but this traveler left with so much more. Read about her experience and share with your fellow travelers!

http://www.rappler.com/life-and-style/travel/ph-travel/48298-touring-corregidor-philippines-military-bastion","Going to Corregidor, you'd expect a grand history lesson, but you'll also leave the island with so much more",240054519398747_902683349802524,itsmorefuninthePhilippines,"Everyone expects a little history lesson when visiting Corregidor Island, but this traveler left with so much more. Read about her experience and share with your fellow travelers!

  Going to Corregidor, you'd expect a grand history lesson, but you'll also leave the island with so much more",Corregidor$$Corregidor Island
"A trip back in time is just a ferry ride away. Corregidor Island was the country's last military bastion during World War II and is now a historical monument. It Is also worth a trip for its forest trails, scenic boat rides and beach. 

Photo taken from visitph.net",,240054519398747_902596196477906,itsmorefuninthePhilippines,"A trip back in time is just a ferry ride away. Corregidor Island was the country's last military bastion during World War II and is now a historical monument. It Is also worth a trip for its forest trails, scenic boat rides and beach. 

Photo taken from   ",Corregidor Island
"Only have a week  in the PH? We’ve got you covered. Check out this itinerary that ensures you a bit of relaxation, adventure and shopping!

https://www.tourismphilippines.com.au/destinations/recommended-trips/1-week-for-adventure-lovers/","Day 1-2: Manila Unpack and unwind in your new city. Take stock and get your bearings before heading out for an explore. Take a step back in time and explore the heart of the old city. Tours around Intramuros can be organised but make sure you visit Fort Santiago, Casa Manila and San Agustin church..…",240054519398747_902006623203530,itsmorefuninthePhilippines,"Only have a week  in the PH? Weve got you covered. Check out this itinerary that ensures you a bit of relaxation, adventure and shopping!

  Day 1-2: Manila Unpack and unwind in your new city. Take stock and get your bearings before heading out for an explore. Take a step back in time and explore the heart of the old city. Tours around Intramuros can be organised but make sure you visit Fort Santiago, Casa Manila and San Agustin church..",Fort Santiago$$Manila$$Casa Manila$$San Agustin
"These travelers had plans of island-hopping in the PH but decided to tour small towns and villages instead. Their observations of Filipinos are written in this article that they hope would reach all the people they met along the way. 

http://nomadisbeautiful.com/travel-blogs/beauty-of-philippines-and-its-wonderful-people/","This post is about the beauty of the Philippines, its nature, culture and people.",240054519398747_902006339870225,itsmorefuninthePhilippines,"These travelers had plans of island-hopping in the PH but decided to tour small towns and villages instead. Their observations of Filipinos are written in this article that they hope would reach all the people they met along the way. 

  This post is about the beauty of the Philippines, its nature, culture and people.",Philippines
"Crowdless beach alert! This is Mongpong Island, Marinduque, home of the spectacular Ungab rock formation seen in this picture. Check out more photos of this awesome place!  

http://www.enjayneer.com/search/label/Mongpong%20Island",,240054519398747_901295786607947,itsmorefuninthePhilippines,"Crowdless beach alert! This is Mongpong Island, Marinduque, home of the spectacular Ungab rock formation seen in this picture. Check out more photos of this awesome place!  

  ",Marinduque$$Mongpong Island
"The Philippines’ highest mountain is a treasure to behold. Click on this video of the stunning Mt. Apo and be charmed by its grandeur! 

https://www.youtube.com/watch?v=UJoCsU4Iqr8&feature=youtu.be","Location: Kapatagan, Digos City, Davao del Sur, Philippines A quick weekend getaway led me to Kapatagan - a small baranggay located in the highlands of Digos...",240054519398747_901295519941307,itsmorefuninthePhilippines,"The Philippines highest mountain is a treasure to behold. Click on this video of the stunning Mt. Apo and be charmed by its grandeur! 

  Location: Kapatagan, Digos City, Davao del Sur, Philippines A quick weekend getaway led me to Kapatagan - a small baranggay located in the highlands of Digos...",Kapatagan$$Digos City$$Davao del Sur$$Philippines
"Wish you were here! KC Imperial-Diola shares this photo of Kayangan Lake, Coron, Palawan -- the cleanest lake in Asia! Many thanks, KC! Keep those photos, videos and blog posts coming! Send them via PM for a chance to be shown next Friday.",,240054519398747_900848483319344,itsmorefuninthePhilippines,"Wish you were here! KC Imperial-Diola shares this photo of Kayangan Lake, Coron, Palawan -- the cleanest lake in Asia! Many thanks, KC! Keep those photos, videos and blog posts coming! Send them via PM for a chance to be shown next Friday. ",Asia$$Palawan$$Kayangan Lake
"The weekend’s here! Time to make a splash at Caramoan Island, Camarines Sur, the site for several editions of the reality TV show Survivor. Kudos to Mikaela Padilla for this beautiful shot! If you’d like to share some photos, videos or blog posts, send them via PM and we’ll feature them soon.",,240054519398747_900847463319446,itsmorefuninthePhilippines,"The weekends here! Time to make a splash at Caramoan Island, Camarines Sur, the site for several editions of the reality TV show Survivor. Kudos to Mikaela Padilla for this beautiful shot! If youd like to share some photos, videos or blog posts, send them via PM and well feature them soon. ",Caramoan Island$$Camarines Sur
"Another reason why it’s more fun here? We welcome everyone with a smile! This distinctive café in Metro Manila proves this point. 

http://www.washingtontimes.com/multimedia/collection/at-manilas-autism-friendly-cafe-its-2015-04-16/","Crazy Celebrity TattoosTattoos are more popular than ever, but don’t let your kids get something like this. Check out the craziest tattoos celebrities have shown off and the ones they came to regret. Shares",240054519398747_900577636679762,itsmorefuninthePhilippines,"Another reason why its more fun here? We welcome everyone with a smile! This distinctive caf in Metro Manila proves this point. 

  Crazy Celebrity TattoosTattoos are more popular than ever, but dont let your kids get something like this. Check out the craziest tattoos celebrities have shown off and the ones they came to regret. Shares",Metro Manila
"Guess which Philippine destination made it to this list of “34 Places to Swim in the World’s Clearest Water”? Clue: it’s in the “World’s Best Island” (as per several travel awards). Find out if you guessed right and start packing those swimsuits! 

http://matadornetwork.com/trips/34-places-to-swim-in-the-worlds-clearest-water-pics/2/",Strap on your GoPro and come back with some amazingly clear imagery.,240054519398747_900356040035255,itsmorefuninthePhilippines,"Guess which Philippine destination made it to this list of 34 Places to Swim in the Worlds Clearest Water? Clue: its in the Worlds Best Island (as per several travel awards). Find out if you guessed right and start packing those swimsuits! 

  Strap on your GoPro and come back with some amazingly clear imagery.",
"Ever tried riding the “Ligiron”? How about a “Kuliglig”? These are just two of the Philippines’ unique transport options. Did you know that there’s more? Read on and tell us if you’ve taken a spin in one of these! 

http://www.becomingfilipino.com/12-styles-of-transport-in-the-philippines-you-havent-tried","There are some very unique styles of transport in the Philippines. I have tried many, and I bet you haven't tried all 12 of these...",240054519398747_899959300074929,itsmorefuninthePhilippines,"Ever tried riding the Ligiron? How about a Kuliglig? These are just two of the Philippines unique transport options. Did you know that theres more? Read on and tell us if youve taken a spin in one of these! 

  There are some very unique styles of transport in the Philippines. I have tried many, and I bet you haven't tried all 12 of these...",Philippines
"What is it about the rain that just whets our appetites more? Here’s a list of yummy dishes Pinoys crave for when it starts to pour!

http://www.wheninmanila.com/25-mouthwatering-dishes-filipinos-crave-for-during-rainy-days/","There is no doubt that we Pinoys LOVE to eat! And whenever the rainy season comes, we all have certain preferred dishes to warm both our hearts and tummies!   Thanks to our very active Instagram community, our foodie friends sent in their most mouthwatering ""Tag-Ulan Cravings"" photos with the use of…",240054519398747_899959170074942,itsmorefuninthePhilippines,"What is it about the rain that just whets our appetites more? Heres a list of yummy dishes Pinoys crave for when it starts to pour!

  There is no doubt that we Pinoys LOVE to eat! And whenever the rainy season comes, we all have certain preferred dishes to warm both our hearts and tummies!   Thanks to our very active Instagram community, our foodie friends sent in their most mouthwatering ""Tag-Ulan Cravings"" photos with the use of",
"With 7,100 islands (7,107 during low tide), we have some of the world’s best dive sites. Check out 10 of them as you get your wet suits ready! 

http://www.lakwatsero.com/list/the-philippines-10-best-dives/","The Philippines, being an archipelagic country surrounded by various bodies of water, is home to a diverse and vivid underwater word. In fact, our entire",240054519398747_899792133424979,itsmorefuninthePhilippines,"With 7,100 islands (7,107 during low tide), we have some of the worlds best dive sites. Check out 10 of them as you get your wet suits ready! 

  The Philippines, being an archipelagic country surrounded by various bodies of water, is home to a diverse and vivid underwater word. In fact, our entire",Philippines
"Aside from seeing one of the seven natural wonders of the world, there are several more wonderful things to do in Puerto Princesa, Palawan! Click on the link to see if you’ve done any of these already! 

http://www.buzzfeed.com/isabellelaureta/feelin-like-a-princesa#.iyQxNq3xE","Also known as ""the City of the Living God"" for good reason.",240054519398747_899497746787751,itsmorefuninthePhilippines,"Aside from seeing one of the seven natural wonders of the world, there are several more wonderful things to do in Puerto Princesa, Palawan! Click on the link to see if youve done any of these already! 

  Also known as ""the City of the Living God"" for good reason.",Palawan$$Puerto Princesa
"Warning: Major wanderlust ahead! Cape San Agustin may not be on everyone’s must-visit list, but these photos might just inspire you to see it for yourself!",What's at the most southeastern point of the Philippines?,240054519398747_898681893536003,itsmorefuninthePhilippines,"Warning: Major wanderlust ahead! Cape San Agustin may not be on everyones must-visit list, but these photos might just inspire you to see it for yourself! What's at the most southeastern point of the Philippines?",Cape San Agustin$$Philippines
"Good morning from Cape San Agustin, Davao Oriental – the country’s most southeastern point. It’s not easy to get to, but once you’re there, you’ll discover that the views are priceless. Read more about this unknown beauty at http://www.escapemanila.com/2015/07/Cape-San-Agustin-Davao-Oriental.html

Photo from https://eliond.wordpress.com/",,240054519398747_898681306869395,itsmorefuninthePhilippines,"Good morning from Cape San Agustin, Davao Oriental  the countrys most southeastern point. Its not easy to get to, but once youre there, youll discover that the views are priceless. Read more about this unknown beauty at  

Photo from   ",Davao Oriental$$Cape San Agustin
"Go on—take a hike! The “8th Wonder of the World,” the Banaue Rice Terraces, would be a wonderful and absolutely scenic place to start! This photographer captures this popular destination in a series of stunning images. 

http://www.andrewhaimerlphotography.com/2015/07/12/banaue-rice-terraces/",I first saw the Banaue Rice Terraces during a Filipino KTV slideshow. Without any […],240054519398747_898786780192181,itsmorefuninthePhilippines,"Go ontake a hike! The 8th Wonder of the World, the Banaue Rice Terraces, would be a wonderful and absolutely scenic place to start! This photographer captures this popular destination in a series of stunning images. 

  I first saw the Banaue Rice Terraces during a Filipino KTV slideshow. Without any []",
