no,message,description,id,page_id,full_text,locations
336,"Here’s a recap of the most brilliant moments of the Hong Kong New Year Countdown Celebrations to chase away the first Monday blues of 2016!
Can’t get enough? See the long version here: http://bit.ly/1OugQRH",,114979501871035_973841035984873,DiscoverHongKong,"Heres a recap of the most brilliant moments of the Hong Kong New Year Countdown Celebrations to chase away the first Monday blues of 2016!
Cant get enough? See the long version here:   ",Hong Kong
337,We hope you enjoyed the Hong Kong New Year Countdown Celebrations. Happy New Year everybody! See more photos of the stunning fireworks on our Instagram account: http://bit.ly/1YKZQxf,,114979501871035_972040616164915,DiscoverHongKong,We hope you enjoyed the Hong Kong New Year Countdown Celebrations. Happy New Year everybody! See more photos of the stunning fireworks on our Instagram account:   ,Hong Kong
338,Tune in to Hong Kong’s YouTube channel right now for the live broadcast of the Hong Kong New Year Countdown Celebrations!, ,114979501871035_971832652852378,DiscoverHongKong,Tune in to Hong Kongs YouTube channel right now for the live broadcast of the Hong Kong New Year Countdown Celebrations!  ,Hong Kong
339,"Hong Kong’s counting down to 2016! See greetings from around the world live against the stunning Victoria Harbour, as seen from InterContinental Hong Kong. Give a shout-out to your loved ones in the live chat, no matter where they are! http://bit.ly/1JFWAHa",,114979501871035_971205539581756,DiscoverHongKong,"Hong Kongs counting down to 2016! See greetings from around the world live against the stunning Victoria Harbour, as seen from InterContinental Hong Kong. Give a shout-out to your loved ones in the live chat, no matter where they are!   ",Hong Kongs$$Hong Kong
340,Live broadcast of New Year’s greetings from around the world has started! Thousands of messages are popping up against the stunning background of Victoria Harbour. Don’t forget to write your own on the live chat to welcome 2016!  http://bit.ly/1JFWAHa,,114979501871035_971204192915224,DiscoverHongKong,Live broadcast of New Years greetings from around the world has started! Thousands of messages are popping up against the stunning background of Victoria Harbour. Dont forget to write your own on the live chat to welcome 2016!    ,Victoria Harbour
341,"Don’t be late for the fireworks – join the event and get notifications for the live broadcast of Hong Kong New Year Countdown Celebrations!
http://on.fb.me/1PkNINH",,114979501871035_971259139576396,DiscoverHongKong,"Dont be late for the fireworks  join the event and get notifications for the live broadcast of Hong Kong New Year Countdown Celebrations!
  ",Hong Kong
342,"Catch the Hong Kong New Year Countdown Celebrations, wherever you are! Get updates of the live broadcast by joining the event. http://on.fb.me/1PkNINH",,114979501871035_970154846353492,DiscoverHongKong,"Catch the Hong Kong New Year Countdown Celebrations, wherever you are! Get updates of the live broadcast by joining the event.   ",Hong Kong
343,It’s not too late to send your season’s greetings! Drop a line at the following site to see it broadcast live on YouTube with the Hong Kong New Year Countdown Celebrations on New Year’s Eve: http://bit.ly/1OiQPAr,Send a message to your love ones for the world to see it live on YouTube during the Hong Kong New Year Countdown Celebrations.,114979501871035_967692266599750,DiscoverHongKong,Its not too late to send your seasons greetings! Drop a line at the following site to see it broadcast live on YouTube with the Hong Kong New Year Countdown Celebrations on New Years Eve:   Send a message to your love ones for the world to see it live on YouTube during the Hong Kong New Year Countdown Celebrations.,Hong Kong
344,"Don’t forget to experience The Sparkling BVLGARI Roman Holiday at Statue Square! Details on this and other Hong Kong WinterFest celebrations here: http://bit.ly/1PjXgGB
Share your season’s greetings with the world: http://bit.ly/1NxLKqG",,114979501871035_967182026650774,DiscoverHongKong,"Dont forget to experience The Sparkling BVLGARI Roman Holiday at Statue Square! Details on this and other Hong Kong WinterFest celebrations here:  
Share your seasons greetings with the world:   ",Statue Square$$Hong Kong
345,Write a message to your loved ones for the world to see it live on Hong Kong’s YouTube channel on New Year’s Eve! http://bit.ly/1QL1TN8,,114979501871035_967178586651118,DiscoverHongKong,Write a message to your loved ones for the world to see it live on Hong Kongs YouTube channel on New Years Eve!   ,Hong Kongs
346,"Attractions around town are amping up the fun to echo the joyous atmosphere of Hong Kong WinterFest! http://bit.ly/1OHPsvL
Share your season’s greetings with the world: http://bit.ly/1NxLKqG",,114979501871035_966516290050681,DiscoverHongKong,"Attractions around town are amping up the fun to echo the joyous atmosphere of Hong Kong WinterFest!  
Share your seasons greetings with the world:   ",Hong Kong
347,"Share your season’s greetings here for the world to see them on YouTube before the live stream of the 31 December fireworks: http://bit.ly/1NxLKqG
Enjoy a 360 video experience of Hong Kong’s Xmas attractions.  (If you are viewing on your phone, you’ll need to use the latest Facebook app). #hkxmas",,114979501871035_966108773424766,DiscoverHongKong,"Share your seasons greetings here for the world to see them on YouTube before the live stream of the 31 December fireworks:  
Enjoy a 360 video experience of Hong Kongs Xmas attractions.  (If you are viewing on your phone, youll need to use the latest Facebook app). #hkxmas ",
348,Plan yourself an arty Christmas in Hong Kong with suggestions from local artists: http://bit.ly/1RqnOt1,Three Hong Kong artists share where they will shop and dine and which events they’ll be going to this Christmas.,114979501871035_964173033618340,DiscoverHongKong,Plan yourself an arty Christmas in Hong Kong with suggestions from local artists:   Three Hong Kong artists share where they will shop and dine and which events theyll be going to this Christmas.,Three Hong Kong$$Hong Kong
349,Share your holiday greetings on our live YouTube coverage of the Hong Kong New Year countdown! Submit it here: http://bit.ly/1OxOfHk,Send a message to your love ones for the world to see it live on YouTube during the Hong Kong New Year Countdown Celebrations.,114979501871035_964167326952244,DiscoverHongKong,Share your holiday greetings on our live YouTube coverage of the Hong Kong New Year countdown! Submit it here:   Send a message to your love ones for the world to see it live on YouTube during the Hong Kong New Year Countdown Celebrations.,Hong Kong
350,See the light and sound spectacle on iconic Hong Kong buildings live on YouTube now!,Catch Christmas-themed 3D light show in real time! ,114979501871035_963726933662950,DiscoverHongKong,See the light and sound spectacle on iconic Hong Kong buildings live on YouTube now! Catch Christmas-themed 3D light show in real time! ,Hong Kong
351,Catch the light and sound spectacle of the Hong Kong Pulse 3D Light Show on iconic buildings live on YouTube! Join the event to get notifications. http://on.fb.me/1O2cug0,,114979501871035_963625667006410,DiscoverHongKong,Catch the light and sound spectacle of the Hong Kong Pulse 3D Light Show on iconic buildings live on YouTube! Join the event to get notifications.   ,Hong Kong
352,Indulge in #HongKong’s romantic Christmas ambience with The Sparkling BVLGARI Roman Holiday! Details on this and other Hong Kong WinterFest celebrations here: http://bit.ly/1P4fyxr,,114979501871035_963244413711202,DiscoverHongKong,Indulge in #HongKongs romantic Christmas ambience with The Sparkling BVLGARI Roman Holiday! Details on this and other Hong Kong WinterFest celebrations here:   ,Hong Kong
353,"Hong Kong Shopping Mall Events
#HongKong’s shopping malls are aglow with festive illuminations and events to celebrate the festive season.
http://bit.ly/1TKpdZf",,114979501871035_962742923761351,DiscoverHongKong,"Hong Kong Shopping Mall Events
#HongKongs shopping malls are aglow with festive illuminations and events to celebrate the festive season.
  ",Hong Kong Shopping Mall
354,Catch the light and sound spectacle on iconic Hong Kong buildings live on YouTube,"https://www.youtube.com/watch?v=qkGNqLiyTEk (Live Stream Link)

No matter where you are in the world, you can witness the spectacular Hong Kong Pulse 3D Light Show broadcast LIVE on 16 December, featuring festive images to celebrate the joyful holidays.

The 3D light show will light up the iconic buildings of Hong Kong Cultural Centre and Clock Tower at Tsim Sha Tsui.

There will be four performances at 8:20pm, 8:45pm, 9:15pm and 9:45pm, each lasting about eight minutes.

Find more details on the Hong Kong Pulse 3D Light Show here: http://www.discoverhongkong.com/eng/see-do/highlight-attractions/harbour-view/hk-pulse.jsp",114979501871035_961488060553504,DiscoverHongKong,"Catch the light and sound spectacle on iconic Hong Kong buildings live on YouTube   (Live Stream Link)

No matter where you are in the world, you can witness the spectacular Hong Kong Pulse 3D Light Show broadcast LIVE on 16 December, featuring festive images to celebrate the joyful holidays.

The 3D light show will light up the iconic buildings of Hong Kong Cultural Centre and Clock Tower at Tsim Sha Tsui.

There will be four performances at 8:20pm, 8:45pm, 9:15pm and 9:45pm, each lasting about eight minutes.

Find more details on the Hong Kong Pulse 3D Light Show here:  ",Tsim Sha Tsui$$Hong Kong Cultural Centre$$Hong Kong
355,"If there’s such a thing as the best ways to take in #HongKong’s festive lights, night tours would be it: http://bit.ly/1M6HhXS","Hong Kong WinterFest is when Hong Kong sparkles with Christmas decorations, the city’s shops offer attractive discounts, carol asingers rejoice and fireworks set the skies ablaze to welcome a new year.",114979501871035_961430287225948,DiscoverHongKong,"If theres such a thing as the best ways to take in #HongKongs festive lights, night tours would be it:   Hong Kong WinterFest is when Hong Kong sparkles with Christmas decorations, the citys shops offer attractive discounts, carol asingers rejoice and fireworks set the skies ablaze to welcome a new year.",Hong Kong WinterFest$$Hong Kong
356,"Enjoy up to 25% off hotel bookings at Eaton Hong Kong, 20% off buffets at Café Rivoli and HK$50 handset accessories vouchers from mobile service provider CSL during Hong Kong WinterFest! More e-coupon offers here: http://bit.ly/1NWVHkS","Enjoy great value on your trip to Hong Kong with discounts and offers on flights, accommodation, tours, dining, shopping and attractions.",114979501871035_960945443941099,DiscoverHongKong,"Enjoy up to 25% off hotel bookings at Eaton Hong Kong, 20% off buffets at Caf Rivoli and HK$50 handset accessories vouchers from mobile service provider CSL during Hong Kong WinterFest! More e-coupon offers here:   Enjoy great value on your trip to Hong Kong with discounts and offers on flights, accommodation, tours, dining, shopping and attractions.",Eaton Hong Kong$$Hong Kong
357,"The Christmas edition of Hong Kong Pulse 3D Light Show is kicking off tonight at Tsim Sha Tsui! 
Can’t make it? Subscribe to the Discover Hong Kong YouTube channel and get a reminder to watch a live-stream of it next Wednesday: http://bit.ly/1Qv9628",,114979501871035_960530250649285,DiscoverHongKong,"The Christmas edition of Hong Kong Pulse 3D Light Show is kicking off tonight at Tsim Sha Tsui! 
Cant make it? Subscribe to the Discover Hong Kong YouTube channel and get a reminder to watch a live-stream of it next Wednesday:   ",Tsim Sha Tsui$$Hong Kong
358,"Queen Elsa has lit up Main Street, U.S.A. at 香港迪士尼樂園 | Hong Kong Disneyland with the ‘Frozen’ Christmas Tree Lighting Ceremony! http://bit.ly/1NfOaeM",,114979501871035_955351834500460,DiscoverHongKong,"Queen Elsa has lit up Main Street,    | Hong Kong Disneyland with the Frozen Christmas Tree Lighting Ceremony!   ",Hong Kong Disneyland
359,Heading to Hong Kong with a loved one? Here are six stunning spots for you to escape the crowds and enjoy a romantic date.,6 of Hong Kong’s best kept secrets for couples to get away from the crowds!,114979501871035_958137250888585,DiscoverHongKong,Heading to Hong Kong with a loved one? Here are six stunning spots for you to escape the crowds and enjoy a romantic date. 6 of Hong Kongs best kept secrets for couples to get away from the crowds!,Hong Kongs$$Hong Kong
360,The whole city is all dressed up for #HongKong WinterFest! Drop by Statue Square to enjoy the dazzling decorations. http://bit.ly/1lAUt1B #hkxmas,,114979501871035_958228837546093,DiscoverHongKong,The whole city is all dressed up for #HongKong WinterFest! Drop by Statue Square to enjoy the dazzling decorations.   #hkxmas ,Statue Square
361,How many of these places can you recognise?,Step back in time as you wander through Hong Kong's most famous neighborhoods and sites.,114979501871035_955316807837296,DiscoverHongKong,How many of these places can you recognise? Step back in time as you wander through Hong Kong's most famous neighborhoods and sites.,Hong Kong
362,Hop on for a 360° video experience of one of the most brilliantly lit roads in #HongKong!  (You’ll need the most up-to-date Facebook app.),,114979501871035_955304301171880,DiscoverHongKong,Hop on for a 360 video experience of one of the most brilliantly lit roads in #HongKong!  (Youll need the most up-to-date Facebook app.) ,
363,"Even with countless skyscrapers in #HongKong, the 490-metre tall International Commerce Centre still stands out. See more of #HongKong on Instagram: www.instagram.com/discoverhongkong","“#HongKong is a city of many tall skyscrapers, but see how they compare with the 490m tall International Commerce Centre ‘super skyscraper'…”",114979501871035_955272101175100,DiscoverHongKong,"Even with countless skyscrapers in #HongKong, the 490-metre tall International Commerce Centre still stands out. See more of #HongKong on Instagram:   is a city of many tall skyscrapers, but see how they compare with the 490m tall International Commerce Centre super skyscraper'",
364,It’s the perfect season to explore #HongKong’s amazing outdoors! Get our e-guidebook below for detailed routes. http://bit.ly/1jmUS6m,,114979501871035_955312721171038,DiscoverHongKong,Its the perfect season to explore #HongKongs amazing outdoors! Get our e-guidebook below for detailed routes.   ,
365,"Be a star during Hong Kong WinterFest at the Ip Man Experience Hall where you can enter the movie world through a mobile app and take photos with the masters. 
Details here: http://bit.ly/1lNwFIt",,114979501871035_955270827841894,DiscoverHongKong,"Be a star during Hong Kong WinterFest at the Ip Man Experience Hall where you can enter the movie world through a mobile app and take photos with the masters. 
Details here:   ",Hong Kong WinterFest
366,From which side of Victoria Harbour does the sunset look better – Hong Kong Island or Kowloon? See more of #HongKong on Instagram: www.instagram.com/discoverhongkong,“Hong Kong Island and the Kowloon Peninsula. Have you visited both sides? #VictoriaHarbour 在直昇機上欣賞維港兩岸的黃昏，金光璀璨。 #DiscoverHongKong #HongKong #HK…”,114979501871035_954932664542377,DiscoverHongKong,From which side of Victoria Harbour does the sunset look better  Hong Kong Island or Kowloon? See more of #HongKong on Instagram:   Kong Island and the Kowloon Peninsula. Have you visited both sides? #VictoriaHarbour  #DiscoverHongKong #HongKong #HK,Victoria Harbour$$Kowloon Peninsula$$Kowloon$$Kong Island$$Hong Kong Island
367,"Ever tried Chiuchow food? Thanks to settlers from the region, #HongKong is spoilt for choice when it comes to delicacies such as oyster pancakes: http://bit.ly/1MQJMPG",,114979501871035_954520877916889,DiscoverHongKong,"Ever tried Chiuchow food? Thanks to settlers from the region, #HongKong is spoilt for choice when it comes to delicacies such as oyster pancakes:   ",Chiuchow
368,Follow us on http://bit.ly/1HjIj7v for more stunning pictures of Hong Kong. Got even better photos? Don’t forget to hashtag #DiscoverHongKong to share them with the world!,The official destination page of Hong Kong. 歡迎來到「香港逗陣行」的Instagram專頁！ Use #DiscoverHongKong if it’s OK to repost you✈.,114979501871035_954137547955222,DiscoverHongKong,Follow us on   for more stunning pictures of Hong Kong. Got even better photos? Dont forget to hashtag #DiscoverHongKong to share them with the world! The official destination page of Hong Kong. Instagram Use #DiscoverHongKong if its OK to repost you.,Hong Kong
369,Tips from a local chef on how to shop for the freshest seafood in #HongKong: http://tandl.me/1YoKnPQ,"In Hong Kong’s Sai Ying Pun neighborhood, new seafood restaurant Fish School pays homage to an important piece of local heritage: the bustling wet markets, where vendors hawk everything from giant threadfin salmon to live crab, all hauled in fresh each morning.",114979501871035_953674868001490,DiscoverHongKong,"Tips from a local chef on how to shop for the freshest seafood in #HongKong:   In Hong Kongs Sai Ying Pun neighborhood, new seafood restaurant Fish School pays homage to an important piece of local heritage: the bustling wet markets, where vendors hawk everything from giant threadfin salmon to live crab, all hauled in fresh each morning.",Hong Kongs Sai Ying Pun
370,"Catch Disney’s biggest stars’ live performance of the brand new musical, ‘Mickey and the Wondrous Book’! http://bit.ly/1lw2TaY",,114979501871035_952072114828432,DiscoverHongKong,"Catch Disneys biggest stars live performance of the brand new musical, Mickey and the Wondrous Book!   ",
371,Hong Kong’s traditional red-sailed junk boat is a stunning way to see Victoria Harbour. See more of #HongKong on Instagram: www.instagram.com/discoverhongkong,"“The #AquaLuna, Hong Kong’s traditional red-sailed junk boat, is a stunning way to see Victoria Harbour 遊覽#維多利亞港，除了坐天星小輪，還可以試坐古老帆船。 #DiscoverHongKong…”",114979501871035_951719864863657,DiscoverHongKong,"Hong Kongs traditional red-sailed junk boat is a stunning way to see Victoria Harbour. See more of #HongKong on Instagram:   #AquaLuna, Hong Kongs traditional red-sailed junk boat, is a stunning way to see Victoria Harbour # #DiscoverHongKong",Hong Kongs
372,"Not all roast pork is created equal. Here are six of Hong Kong’s best places for tender, juicy char siu: http://bit.ly/1Qs033f",,114979501871035_951302334905410,DiscoverHongKong,"Not all roast pork is created equal. Here are six of Hong Kongs best places for tender, juicy char siu:   ",
373,香港迪士尼樂園 | Hong Kong Disneyland is celebrating its 10th Anniversary with the ‘Disney in the Stars’ fireworks display and an all-new moving light projection show!,,114979501871035_950948711607439,DiscoverHongKong, | Hong Kong Disneyland is celebrating its 10th Anniversary with the Disney in the Stars fireworks display and an all-new moving light projection show! ,Hong Kong Disneyland
374,"The 2016 Michelin Guide to Hong Kong and Macau is out, complete with 23 top spots for street snacks. http://bit.ly/1Nu6OeM",,114979501871035_949671085068535,DiscoverHongKong,"The 2016 Michelin Guide to Hong Kong and Macau is out, complete with 23 top spots for street snacks.   ",Macau$$Hong Kong
375,It’s perfect weather for hitting the streets! Check out blogger Geneva V’s guide to an inspiring day out shopping in #HongKong: http://bit.ly/1HaFLrX,,114979501871035_946384748730502,DiscoverHongKong,Its perfect weather for hitting the streets! Check out blogger Geneva Vs guide to an inspiring day out shopping in #HongKong:   ,Geneva
376,Last call for the 100-hour sale: book now for up to 57% off Hong Kong hotels. http://bit.ly/1WhgSSu,"The 100-Hour Birthday Flash Sale, BOOK NOW and get Free 4G SIM Card and Big Bus ride for free ! iStayHongKong, Hong Kong Hotels. Find best Hong Kong Hotel Deals. Instant Confirmation with no booking fee. A trusted booking site partnered with Hong Kong Tourism Board.",114979501871035_946055088763468,DiscoverHongKong,"Last call for the 100-hour sale: book now for up to 57% off Hong Kong hotels.   The 100-Hour Birthday Flash Sale, BOOK NOW and get Free 4G SIM Card and Big Bus ride for free ! iStayHongKong, Hong Kong Hotels. Find best Hong Kong Hotel Deals. Instant Confirmation with no booking fee. A trusted booking site partnered with Hong Kong Tourism Board.",Hong Kong Hotels$$Hong Kong Hotel Deals$$Hong Kong
377,"The 100-hour sale has started! Book your #HongKong trip now for serious discounts.
http://bit.ly/1WhgSSu","The 100-Hour Birthday Flash Sale, BOOK NOW and get Free 4G SIM Card and Big Bus ride for free ! iStayHongKong, Hong Kong Hotels. Find best Hong Kong Hotel Deals. Instant Confirmation with no booking fee. A trusted booking site partnered with Hong Kong Tourism Board.",114979501871035_943683215667322,DiscoverHongKong,"The 100-hour sale has started! Book your #HongKong trip now for serious discounts.
  The 100-Hour Birthday Flash Sale, BOOK NOW and get Free 4G SIM Card and Big Bus ride for free ! iStayHongKong, Hong Kong Hotels. Find best Hong Kong Hotel Deals. Instant Confirmation with no booking fee. A trusted booking site partnered with Hong Kong Tourism Board.",Hong Kong Hotels$$Hong Kong Hotel Deals$$Hong Kong
378,"Time to dress up and have a thrilling blast at Lan Kwai Fong, Hong Kong’s Halloween headquarters! http://bit.ly/1MhN4Kv",,114979501871035_943260805709563,DiscoverHongKong,"Time to dress up and have a thrilling blast at Lan Kwai Fong, Hong Kongs Halloween headquarters!   ",Hong Kongs Halloween
379,"Hashtag your Hong Kong gastronomical moments with #HKWineandDine to share them with the world!
www.instagram.com/discoverhongkong",,114979501871035_942905245745119,DiscoverHongKong,"Hashtag your Hong Kong gastronomical moments with #HKWineandDine to share them with the world!
  ",Hong Kong
380,#WanChai’s late-night snacks and pastimes make insomnia almost appealing: http://bit.ly/1P2jvSt,"Hong Kong’s nightlife is legendary with bars, nightclubs, restaurants, theaters, live music venues and more to entertain you.",114979501871035_942905152411795,DiscoverHongKong,"#WanChais late-night snacks and pastimes make insomnia almost appealing:   Hong Kongs nightlife is legendary with bars, nightclubs, restaurants, theaters, live music venues and more to entertain you.",Hong Kongs
381,"Can you spot London House by Gordon Ramsey across the harbour from there, Gordon Ramsay?",,114979501871035_942904942411816,DiscoverHongKong,"Can you spot London House by Gordon Ramsey across the harbour from there, Gordon Ramsay? ",
382,"Catch fabulous performances while enjoying gastronomic delights at the CCB (Asia) Hong Kong Wine & Dine Festival! http://bit.ly/1PKM47E
#HKWineandDine
See more of Hong Kong at www.instagram.com/discoverhongkong.",,114979501871035_941296709239306,DiscoverHongKong,"Catch fabulous performances while enjoying gastronomic delights at the CCB (Asia) Hong Kong Wine & Dine Festival!  
#HKWineandDine
See more of Hong Kong at   ",Asia$$Hong Kong
383,"Don’t miss out on the party at the CCB (Asia) Hong Kong Wine & Dine Festival! http://bit.ly/1kyXy1Z #HKWineandDine
See more of Hong Kong at www.instagram.com/discoverhongkong.",,114979501871035_941371525898491,DiscoverHongKong,"Dont miss out on the party at the CCB (Asia) Hong Kong Wine & Dine Festival!   #HKWineandDine
See more of Hong Kong at   ",Asia$$Hong Kong
384,"Georgian wine with seafood or sake with skewers? With over 300 stalls at the Hong Kong Wine & Dine Festival, the choices are endless. http://bit.ly/1M9L6vD
See more at www.instagram.com/discoverhongkong.
#HKWineandDine",,114979501871035_941294582572852,DiscoverHongKong,"Georgian wine with seafood or sake with skewers? With over 300 stalls at the Hong Kong Wine & Dine Festival, the choices are endless.  
See more at  
#HKWineandDine ",Hong Kong
385,"Let the feast begin at the CCB (Asia) Hong Kong Wine & Dine Festival, where award-winning bites are washed down with wine, whisky and craft beer against the Victoria Harbour skyline. http://bit.ly/1RXOGhr
#HKWineandDine",,114979501871035_940992235936420,DiscoverHongKong,"Let the feast begin at the CCB (Asia) Hong Kong Wine & Dine Festival, where award-winning bites are washed down with wine, whisky and craft beer against the Victoria Harbour skyline.  
#HKWineandDine ",Asia$$Victoria Harbour$$Hong Kong
386,Players at the Hong Kong Tennis Open tried their hand at dim sum making. Bet they’re hungry after those action-packed matches!,,114979501871035_940193819349595,DiscoverHongKong,Players at the Hong Kong Tennis Open tried their hand at dim sum making. Bet theyre hungry after those action-packed matches! ,
387,Want to get steamy with delicious dumplings? Take a dim sum-making class during the Hong Kong Wine & Dine Month! http://bit.ly/1KiNtuQ,,114979501871035_939753109393666,DiscoverHongKong,Want to get steamy with delicious dumplings? Take a dim sum-making class during the Hong Kong Wine & Dine Month!   ,Hong Kong
388,"Imagine 360 degrees of this, 100 stories high. http://bit.ly/1VPkCuj",,114979501871035_937531769615800,DiscoverHongKong,"Imagine 360 degrees of this, 100 stories high.   ",
389,Former world champion Jelena Janković is serving up some serious action in Hong Kong! http://bit.ly/1OyJjoX,,114979501871035_937531716282472,DiscoverHongKong,Former world champion Jelena Jankovi is serving up some serious action in Hong Kong!   ,Hong Kong
390,A trip to a city isn’t complete without a visit to its local markets. Here are Hong Kong’s top 10: http://bit.ly/1Mo6nSM,,114979501871035_937531592949151,DiscoverHongKong,A trip to a city isnt complete without a visit to its local markets. Here are Hong Kongs top 10:   ,
391,Enjoy a sunset cruise and other epicurean events throughout the Hong Kong Wine & Dine Month. http://bit.ly/1NAUnDn,"Hong Kong Wine & Dine Month is an epicurean feast of wine-themed events, including an internationally acclaimed CCB (Asia) Hong Kong Wine & Dine Festival featuring wines from around the world coupled with local and foreign culinary creations, street carnivals, exclusive offers from hotels and restau…",114979501871035_937019293000381,DiscoverHongKong,"Enjoy a sunset cruise and other epicurean events throughout the Hong Kong Wine & Dine Month.   Hong Kong Wine & Dine Month is an epicurean feast of wine-themed events, including an internationally acclaimed CCB (Asia) Hong Kong Wine & Dine Festival featuring wines from around the world coupled with local and foreign culinary creations, street carnivals, exclusive offers from hotels and restau",Asia$$Hong Kong
392,Cycling is the main item on #HongKong’s agenda today! Hop over to the races or learn from experts at the carnival! http://bit.ly/1JRBnZB,,114979501871035_936371826398461,DiscoverHongKong,Cycling is the main item on #HongKongs agenda today! Hop over to the races or learn from experts at the carnival!   ,
393,I know this much is true: Spandau Ballet (Official) had a blast in #HongKong!,,114979501871035_935857889783188,DiscoverHongKong,I know this much is true: Spandau Ballet (Official) had a blast in #HongKong! ,Spandau Ballet
394,What’s your favourite #HongKong dessert?,Hong Kong Desserts Taste Test,114979501871035_934801333222177,DiscoverHongKong,Whats your favourite #HongKong dessert? Hong Kong Desserts Taste Test,Hong Kong
395,The biggest-yet Hong Kong Wine & Dine Festival is here! Get your tickets before 22 October to enjoy free admission: http://bit.ly/1WMlDQV,"Hong Kong Wine & Dine Month is an epicurean feast of wine-themed events, including an internationally acclaimed CCB (Asia) Hong Kong Wine & Dine Festival featuring wines from around the world coupled with local and foreign culinary creations, street carnivals, exclusive offers from hotels and restau…",114979501871035_935173969851580,DiscoverHongKong,"The biggest-yet Hong Kong Wine & Dine Festival is here! Get your tickets before 22 October to enjoy free admission:   Hong Kong Wine & Dine Month is an epicurean feast of wine-themed events, including an internationally acclaimed CCB (Asia) Hong Kong Wine & Dine Festival featuring wines from around the world coupled with local and foreign culinary creations, street carnivals, exclusive offers from hotels and restau",Asia$$Hong Kong
396,"Basin meals, walled villages and a butterfly reserve — welcome to Tai Po! http://bit.ly/1Oj09tt","Head into the New Territories to learn about the history of Hong Kong’s walled villages through its architecture, food and customs.",114979501871035_934801059888871,DiscoverHongKong,"Basin meals, walled villages and a butterfly reserve  welcome to Tai Po!   Head into the New Territories to learn about the history of Hong Kongs walled villages through its architecture, food and customs.",New Territories$$Hong Kongs
397,Five days until the first ever Hong Kong Cyclothon! http://bit.ly/1YTpAVX,,114979501871035_933263740042603,DiscoverHongKong,Five days until the first ever Hong Kong Cyclothon!   ,Hong Kong Cyclothon
398,Here’s your chance to play hide and seek in 香港迪士尼樂園 | Hong Kong Disneyland and trick or treat at 香港海洋公園 Ocean Park Hong Kong! Check out the latest happengings at #HongKong’s top Halloween spots: http://bit.ly/1KR37iy,,114979501871035_932513503450960,DiscoverHongKong,Heres your chance to play hide and seek in  | Hong Kong Disneyland and trick or treat at  Ocean Park Hong Kong! Check out the latest happengings at #HongKongs top Halloween spots:   ,Ocean Park Hong Kong$$Hong Kong Disneyland
399,Congratulations to our old friend Bethany Mota for winning the 2015 Teen Choice Female Web Star award! #ThrowbackThursday,"US YouTube star Beth Mota (@Macbarbie07 ) is visiting Hong Kong. While in town, the California teenager takes a break from the beauty and style videos that have made her an online sensation to check out some of the sights and flavours of Hong Kong. See what she got up to in this album.",114979501871035_932512076784436,DiscoverHongKong,"Congratulations to our old friend Bethany Mota for winning the 2015 Teen Choice Female Web Star award! #ThrowbackThursday US YouTube star Beth Mota (@Macbarbie07 ) is visiting Hong Kong. While in town, the California teenager takes a break from the beauty and style videos that have made her an online sensation to check out some of the sights and flavours of Hong Kong. See what she got up to in this album.",California$$Hong Kong
400,"A celebration of taste will spill onto the streets of Hong Kong this October. Stay tuned for details on the Hong Kong Wine & Dine Festival! http://bit.ly/1LjuWFZ 
#HKWineandDine",,114979501871035_932511680117809,DiscoverHongKong,"A celebration of taste will spill onto the streets of Hong Kong this October. Stay tuned for details on the Hong Kong Wine & Dine Festival!   
#HKWineandDine ",Hong Kong
401,"Hugh Jackman turned up in Tai Hang last night to check out the fire dragon dance, a vibrant Hong Kong tradition. http://bit.ly/1GeleNB",,114979501871035_932164006819243,DiscoverHongKong,"Hugh Jackman turned up in Tai Hang last night to check out the fire dragon dance, a vibrant Hong Kong tradition.   ",Hong Kong$$Tai Hang
402,Stuck at your desk? Take your eyes on a trip to #HongKong: http://bit.ly/1Wkxi9o,,114979501871035_930615963640714,DiscoverHongKong,Stuck at your desk? Take your eyes on a trip to #HongKong:   ,
403,Happy Mid-autumn Festival from #HongKong! It’s lanterns galore over here. http://bit.ly/1KFUtU6,,114979501871035_930606083641702,DiscoverHongKong,Happy Mid-autumn Festival from #HongKong! Its lanterns galore over here.   ,
404,The Tian Tan Buddha took over 10 years to complete and ranks amongst the most stunning Buddha statues in the world: http://huff.to/1Wk0ltH,,114979501871035_930615533640757,DiscoverHongKong,The Tian Tan Buddha took over 10 years to complete and ranks amongst the most stunning Buddha statues in the world:   ,
405,"What can you make with 70,000 sticks of incense? A fire dragon to roam the streets of #HongKong: http://bit.ly/1FoKRQt",,114979501871035_929043687131275,DiscoverHongKong,"What can you make with 70,000 sticks of incense? A fire dragon to roam the streets of #HongKong:   ",
406,The wine will keep flowing at the Hong Kong Wine & Dine Festival kicking off in October — stay tuned! http://bit.ly/1Qs7q7A #HKWineandDine,,114979501871035_929010213801289,DiscoverHongKong,The wine will keep flowing at the Hong Kong Wine & Dine Festival kicking off in October  stay tuned!   #HKWineandDine ,Hong Kong
407,"15 seconds of spell-binding natural beauty, right here in #HongKong.
Pick your next tranquil escape: http://bit.ly/1PmlLSN",,114979501871035_929525870416390,DiscoverHongKong,"15 seconds of spell-binding natural beauty, right here in #HongKong.
Pick your next tranquil escape:   ",
