no,message,description,id,page_id,full_text,locations
49,"CONTEST CLOSED
-----------------------------

How are you spending Mother's day this weekend?

Stand a chance to win 2 nights stay at Thistle Johor Bahru for that special woman in your life.

Simply tell us: 
1. Where in Malaysia is your ideal holiday destination?
2. Why we should select you as the winner.

* Terms & Condition applies. 

#tmsingapore #mothersdaycontest",,107026329336542_1073092559396576,malaysia.travel.sg,"CONTEST CLOSED
-----------------------------

How are you spending Mother's day this weekend?

Stand a chance to win 2 nights stay at Thistle Johor Bahru for that special woman in your life.

Simply tell us: 
1. Where in Malaysia is your ideal holiday destination?
2. Why we should select you as the winner.

* Terms & Condition applies. 

#tmsingapore #mothersdaycontest ",Thistle Johor Bahru$$Malaysia
50,Travel Malaysia 2016 provides travellers with the most comprehensive guides & information about Malaysia as a tourist destination. Visitors to the fair can expect to see a wide range of products and services on offer.,,107026329336542_1067392286633270,malaysia.travel.sg,Travel Malaysia 2016 provides travellers with the most comprehensive guides & information about Malaysia as a tourist destination. Visitors to the fair can expect to see a wide range of products and services on offer. ,Malaysia
51,"CONTEST CLOSED
Thank you to all who had participated. Winner will be announced!
=================================================

Recently crowned the Best Mandarin Female Singer at Taiwan’s 26th Golden Melody Awards, aMEI will turn Stadium Merdeka into a utopia where there are no boundaries and no limits. One lucky fan will win a pair of concert tickets to watch the queen of Mando-pop. To stand a chance to win, simply answer this:

Question: When is aMEI UTOPIA 2016 World Tour (Kuala Lumpur) taking place?

T&Cs:
- Closing Date: 14th April 2016, 3pm
- Each contestant is permitted to answer only once. 
 - Contest is eligible for residents residing in Singapore only.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to select the winner(s).

#mymajorevents #MME #tmsingapore #tmsingaporecontest

This contest is proudly supported by Malaysia Major Events, a division of Malaysia Convention & Exhibition Bureau (MyCEB) an agency under Ministry of Tourism & Culture Malaysia.
This event is organised by Galaxy Group ( 银河集团 ).",,107026329336542_1060665773972588,malaysia.travel.sg,"CONTEST CLOSED
Thank you to all who had participated. Winner will be announced!
=================================================

Recently crowned the Best Mandarin Female Singer at Taiwans 26th Golden Melody Awards, aMEI will turn Stadium Merdeka into a utopia where there are no boundaries and no limits. One lucky fan will win a pair of concert tickets to watch the queen of Mando-pop. To stand a chance to win, simply answer this:

Question: When is aMEI UTOPIA 2016 World Tour (Kuala Lumpur) taking place?

T&Cs:
- Closing Date: 14th April 2016, 3pm
- Each contestant is permitted to answer only once. 
 - Contest is eligible for residents residing in Singapore only.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to select the winner(s).

#mymajorevents #MME #tmsingapore #tmsingaporecontest

This contest is proudly supported by Malaysia Major Events, a division of Malaysia Convention & Exhibition Bureau (MyCEB) an agency under Ministry of Tourism & Culture Malaysia.
This event is organised by Galaxy Group (  ). ",Singapore$$Malaysia$$Kuala Lumpur$$Taiwans$$Stadium Merdeka
52,"Perak, the Abode of Grace",,107026329336542_1058592584179907,malaysia.travel.sg,"Perak, the Abode of Grace ",
53,"CONTEST CLOSED!
-----------------------------

We have 5 pairs of Sunway Lagoon, Malaysia entrance tickets.

Let’s Play “Fastest, Fingers, First!”

The Datun Julud or hornbill dance is a traditional women's dance that is popular among the Kenyah tribe. This dance was said to have been created by a Kenyah prince called Nyik Selung, to symbolise happiness and gratitude.
Today, the Datun Julud has become a dance of formal entertainment that is often performed in the rumah panjang (longhouse) to greet visitors and tourists.

Question: Name the State that this traditional dance originate from?

Rules:
- Each contestant is permitted to answer only once. 
- Contest is eligible for residents residing in Singapore only.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to select the winner(s).

#tmsingapore",,107026329336542_1057530287619470,malaysia.travel.sg,"CONTEST CLOSED!
-----------------------------

We have 5 pairs of Sunway Lagoon, Malaysia entrance tickets.

Lets Play Fastest, Fingers, First!

The Datun Julud or hornbill dance is a traditional women's dance that is popular among the Kenyah tribe. This dance was said to have been created by a Kenyah prince called Nyik Selung, to symbolise happiness and gratitude.
Today, the Datun Julud has become a dance of formal entertainment that is often performed in the rumah panjang (longhouse) to greet visitors and tourists.

Question: Name the State that this traditional dance originate from?

Rules:
- Each contestant is permitted to answer only once. 
- Contest is eligible for residents residing in Singapore only.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to select the winner(s).

#tmsingapore ",Singapore$$Sunway Lagoon$$Malaysia
54,"Nasi Lemak, anyone? :)","PETALING JAYA: Nasi lemak, the staple Malaysian dish, has been recognised as one of 10 most healthy international breakfasts by TIME Magazine.",107026329336542_1044891535550012,malaysia.travel.sg,"Nasi Lemak, anyone? :) PETALING JAYA: Nasi lemak, the staple Malaysian dish, has been recognised as one of 10 most healthy international breakfasts by TIME Magazine.",
55,"Catch Mediacorp Channel 8 'Beyond Words'《爱要怎么说》starting today at 9.00pm.

Reason why?
Major part of this drama was shot in Kota Kinabalu and Sutera Harbour Resort.","THANK YOU Mediacorp Studios Malaysia for making Sutera Harbour Resort in Kota Kinabalu, Sabah as the preferred filming location for 'Beyond Words' drama! (The cast and crew spent a month filming at our resort) 

Catch Beyond Words《爱要怎么说》starting March 17, 2016 weekdays at 9.00pm on Mediacorp Channel 8 (Singapore) with repeat session the next day at 8.00am.

Malaysia: 5.00pm (Astro Shuang Xing channel 324 & Astro Shuang Xing HD channel 307)

[REPEAT SESSIONS]
Same day: 9.00pm
The next day: 12.00am, 7.00am, 1.00pm
Weekend drama marathon sessions: every Sunday from 1.00pm to 5.00pm (5 episodes!)

Come visit the heart of the popular TV drama Beyond Words 《爱要怎么说》 filming location at Sutera Harbour Resort! Book your stay with us - exciting room packages are available via www.suteraharbour.com",107026329336542_1041078032598029,malaysia.travel.sg,"Catch Mediacorp Channel 8 'Beyond Words'starting today at  

Reason why?
Major part of this drama was shot in Kota Kinabalu and Sutera Harbour Resort. THANK YOU Mediacorp Studios Malaysia for making Sutera Harbour Resort in Kota Kinabalu, Sabah as the preferred filming location for 'Beyond Words' drama! (The cast and crew spent a month filming at our resort) 

Catch Beyond Wordsstarting March 17, 2016 weekdays at   Mediacorp Channel 8 (Singapore) with repeat session the next day at  

Malaysia:   Shuang Xing channel 324 & Astro Shuang Xing HD channel 307)

[REPEAT SESSIONS]
Same day:  
The next day:    
Weekend drama marathon sessions: every Sunday from     episodes!)

Come visit the heart of the popular TV drama Beyond Words  filming location at Sutera Harbour Resort! Book your stay with us - exciting room packages are available via  ",Sutera Harbour Resort$$Singapore$$Kota Kinabalu$$Malaysia
56,NEW in Johor Bahru!,"Dear Guests,

Holiday Villa Johor Bahru is now available for booking, stay period from 8th March onwards.

Book now to enjoy our promotion rates from RM250 nett inclusive Breakfast.

For booking and inquiries kindly contact:
Tel: +607 290 3388 Fax: +607 290 3399 Email: res@holidayvillajb.com.my

We look forward to be of service to you here in HVJBCC!",107026329336542_1035866779785821,malaysia.travel.sg,"NEW in Johor Bahru! Dear Guests,

Holiday Villa Johor Bahru is now available for booking, stay period from 8th March onwards.

Book now to enjoy our promotion rates from RM250 nett inclusive Breakfast.

For booking and inquiries kindly contact:
Tel: +607 290 3388 Fax: +607 290 3399 Email:  

We look forward to be of service to you here in HVJBCC!",HVJBCC$$Johor Bahru
57,"CONTEST CLOSED! 

Be one of our lucky THREE!
Enjoy 2 nights stay at Thistle.PortDickson with a buddy, on us!

Question:
• Name the location of this charming hideaway.

Rules:
 - Closing date: 6 March 2016 (Sunday) at 23.59pm
 - Each contestant is permitted to answer only once. 
 - Contest is eligible for residents residing in Singapore only.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, on the method of selecting the winner(s).

#tmsingapore #ourfbcontest16",,107026329336542_1032370376802128,malaysia.travel.sg,"CONTEST CLOSED! 

Be one of our lucky THREE!
Enjoy 2 nights stay at   a buddy, on us!

Question:
 Name the location of this charming hideaway.

Rules:
 - Closing date: 6 March 2016 (Sunday) at  
 - Each contestant is permitted to answer only once. 
 - Contest is eligible for residents residing in Singapore only.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, on the method of selecting the winner(s).

#tmsingapore #ourfbcontest16 ",Singapore$$Malaysia
58,"Parents, 

Thinking of where to bring your kids this upcoming March school holidays?
Nickelodeon Lost Lagoon – the first Nickelodeon themed land in Asia is now officially open in Sunway Lagoon.  :)

Link: http://sunwaylagoon.com/","We are proud to announce that Asia's 1st Nickelodeon Themed Land - Nickelodeon Lost Lagoon is Now Officially Open!

Get ""slimed"" at the Slime Deluge and slide down the rides. Come experience the fun and excitement for you and your family!

#NickelodeonLostLagoon #NLLOfficialLaunch #SunwayLagoonMY",107026329336542_1017493054956527,malaysia.travel.sg,"Parents, 

Thinking of where to bring your kids this upcoming March school holidays?
Nickelodeon Lost Lagoon  the first Nickelodeon themed land in Asia is now officially open in Sunway Lagoon.  :)

Link:   We are proud to announce that Asia's 1st Nickelodeon Themed Land - Nickelodeon Lost Lagoon is Now Officially Open!

Get ""slimed"" at the Slime Deluge and slide down the rides. Come experience the fun and excitement for you and your family!

#NickelodeonLostLagoon #NLLOfficialLaunch #SunwayLagoonMY",Sunway Lagoon$$Asia
59,"Come by our office on 15th February 2016 (Monday) from 12pm to 2pm.
Be the first 388 lucky winners to spin our HongBao Wheel.

STAR PRIZE: 3 Days / 2 Nights Hotel Stay worth SGD 888

#tmsingapore #tmcnycelebrations2016 #happychinesenewyear2016 #surewin",,107026329336542_1016494978389668,malaysia.travel.sg,"Come by our office on 15th February 2016 (Monday) from 12pm to 2pm.
Be the first 388 lucky winners to spin our HongBao Wheel.

STAR PRIZE: 3 Days / 2 Nights Hotel Stay worth SGD 888

#tmsingapore #tmcnycelebrations2016 #happychinesenewyear2016 #surewin ",HongBao Wheel
60,Thank you Transtar Travel for the Oranges. HUAT AH! 😊,,107026329336542_1011529808886185,malaysia.travel.sg,Thank you Transtar Travel for the Oranges. HUAT AH!  ,
61,"CONTEST CLOSED!
================

5 pairs of Sanrio Hello Kitty Town Malaysia entrance tickets to be WON.

 Let's play....Fastest Finger First!!

Question:
Name this attraction in Sarawak?

 Rules:
 -Contest is only eligible for residents residing in Singapore.
 -Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 -Tourism Malaysia, Singapore office reserves the right, at our discretion, to decide on the winner(s).

#tmsingapore",,107026329336542_1011021338937032,malaysia.travel.sg,"CONTEST CLOSED!
================

5 pairs of Sanrio Hello Kitty Town Malaysia entrance tickets to be WON.

 Let's   First!!

Question:
Name this attraction in Sarawak?

 Rules:
 -Contest is only eligible for residents residing in Singapore.
 -Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 -Tourism Malaysia, Singapore office reserves the right, at our discretion, to decide on the winner(s).

#tmsingapore ",Sarawak$$Singapore$$Malaysia
62,"Did you hear?
In Johor Bahru, there's a public bus service which allow passengers to ride free with the use of a travel card between Larkin to JB Sentral.

For more details: https://www.causewaylink.com.my/mbjb-bus#/-1/",,107026329336542_1010183079020858,malaysia.travel.sg,"Did you hear?
In Johor Bahru, there's a public bus service which allow passengers to ride free with the use of a travel card between Larkin to JB Sentral.

For more details:   ",Johor Bahru
63,Have a nostalgic kampung stay experience this year. :),"[New] 21 Nostalgic Kampung Stays In Malaysia For A Holiday That Will Bring You Back In Time

There's no need to travel overseas when there's so much to do in your home country! #4 will definitely get you clearing your calendar for a holiday!

http://thesmartlocal.com/read/kampung-malaysia",107026329336542_1009578215748011,malaysia.travel.sg,"Have a nostalgic kampung stay experience this year. :) [New] 21 Nostalgic Kampung Stays In Malaysia For A Holiday That Will Bring You Back In Time

There's no need to travel overseas when there's so much to do in your home country! #4 will definitely get you clearing your calendar for a holiday!

 ",Nostalgic Kampung Stays$$Malaysia
64,"What will you be doing this weekend?
Why not take a morning KTM train ride to Kluang?

#throwback2013 #tmsingapore","One of the few places left where you can find a packet of Nasi Lemak wrapped in newspaper at less than SGD 30 cents (after conversion).
Creamy half-boiled 'kampung chicken' egg and many more, in an original old school kopitiam setting.

To get there, experience a KTM train ride from Woodlands to Kluang and enjoy a morning that's different.



Photo credit: Ms Noraini Omar",107026329336542_1008184999220666,malaysia.travel.sg,"What will you be doing this weekend?
Why not take a morning KTM train ride to Kluang?

#throwback2013 #tmsingapore One of the few places left where you can find a packet of Nasi Lemak wrapped in newspaper at less than SGD 30 cents (after conversion).
Creamy half-boiled 'kampung chicken' egg and many more, in an original old school kopitiam setting.

To get there, experience a KTM train ride from Woodlands to Kluang and enjoy a morning that's different.



Photo credit: Ms Noraini Omar",Kluang
65,,"If you are visiting Sabah for the first time and you would like to experience Sabah, the local way. Read up, :)",107026329336542_1007764762596023,malaysia.travel.sg," If you are visiting Sabah for the first time and you would like to experience Sabah, the local way. Read up, :)",
66,"CONTEST CLOSED!

There is no winner as everyone got the 2nd question wrong. The answer is: MUAR.
==========================================

We have 3 pairs of Entrance Tickets to giveaway.

This school holiday, be the hero and help Hello Kitty The Great Witch restore Oz through Sanrio Hello Kitty Town. Enjoy this newest interactive attraction on us! 

Simply answer these 2 questions and the LAST COMMENT in the thread wins! 

1.  Besides Hello Kitty, name 2 of the children's characters that can also be found at The Little Red Cube in Nusajaya.
2. The Royal City of Johor is .........

If your comment is the last one for a minimum of 6 hours, be prepared to hear from us. :)",,107026329336542_986193914753108,malaysia.travel.sg,"CONTEST CLOSED!

There is no winner as everyone got the 2nd question wrong. The answer is: MUAR.
==========================================

We have 3 pairs of Entrance Tickets to giveaway.

This school holiday, be the hero and help Hello Kitty The Great Witch restore Oz through Sanrio Hello Kitty Town. Enjoy this newest interactive attraction on us! 

Simply answer these 2 questions and the LAST COMMENT in the thread wins! 

1.  Besides Hello Kitty, name 2 of the children's characters that can also be found at The Little Red Cube in Nusajaya.
2. The Royal City of Johor is  

If your comment is the last one for a minimum of 6 hours, be prepared to hear from us. :) ",MUAR$$Nusajaya
67,"If you wonder what to do in Taiping, Perak, here's a list of 50 things to do. 😉

#taiping #tmsingapore #myfest2015 #perak",This ultimate list of 50 things to do in Taiping is legit! There is so much more than just Lake Gardens to see in this historical city.,107026329336542_983715591667607,malaysia.travel.sg,"If you wonder what to do in Taiping, Perak, here's a list of 50 things to do. 

#taiping #tmsingapore #myfest2015 #perak This ultimate list of 50 things to do in Taiping is legit! There is so much more than just Lake Gardens to see in this historical city.",Perak$$Lake Gardens$$Taiping
68,"Are you a Hello Kitty fan?

Hello Kitty Go Around in Malaysia will be happening from 19th December 2015 – 19th January 2016.

Enter the world of Hello Kitty and be dazzled by the myriads of interactive games and cutesy larger than life photo attractions with Hello Kitty and Friends! 

Hello Kitty Go Around in Malaysia
Date: 19th December 2015 – 19th January 2016
Venue: Viva Home Expo Hall, Kuala Lumpur
Opening Hours: 11.00am – 10.00pm
(Admission is allowed up to 45 minutes before closing time)
Ticketing Counter Opening Hour: 10.00am – 9.00pm
Link: http://www.go.hellokittygoaround.com.my/main/",,107026329336542_981148701924296,malaysia.travel.sg,"Are you a Hello Kitty fan?

Hello Kitty Go Around in Malaysia will be happening from 19th December 2015  19th January 2016.

Enter the world of Hello Kitty and be dazzled by the myriads of interactive games and cutesy larger than life photo attractions with Hello Kitty and Friends! 

Hello Kitty Go Around in Malaysia
Date: 19th December 2015  19th January 2016
Venue: Viva Home Expo Hall, Kuala Lumpur
Opening Hours:    
(Admission is allowed up to 45 minutes before closing time)
Ticketing Counter Opening Hour:    
Link:   ",Malaysia$$Kuala Lumpur
69,"World Travel Awards 2015 was held in Hong Kong last week. The awards serve to acknowledge, reward and celebrate excellence across all sectors of the global travel and tourism industry. It is recognized as “The Oscar of the Travel Industry” by The Wall Street Journal.

Malaysia is named as Asia's Leading Destination 2015 and Tourism Malaysia is awarded Asia's Leading Tourist Board 2015.

Below are other winners from Malaysia.

1. Malaysia's Leading Business Hotel - Hilton Kuala Lumpur
2. Malaysia's Leading Hotel - Mandarin Oriental, Kuala Lumpur
3. Malaysia's Leading Hotel Residences - Pacific Regency Hotel Suites
4. Malaysia's Leading Hotel Suite - Presedential Suite at InterContinental Kuala Lumpur
5. Malaysia's Leading Resort - The Westin Langkawi Resort and Spa
6. Malaysia's Leading Serviced Apartments - Fraser Residence Kuala Lumpur
7. Malaysia's Leading Spa Resort - The Andaman, Langkawi

Source: http://www.worldtravelawards.com/winners2015-4",,107026329336542_974430885929411,malaysia.travel.sg,"World Travel Awards 2015 was held in Hong Kong last week. The awards serve to acknowledge, reward and celebrate excellence across all sectors of the global travel and tourism industry. It is recognized as The Oscar of the Travel Industry by The Wall Street Journal.

Malaysia is named as Asia's Leading Destination 2015 and Tourism Malaysia is awarded Asia's Leading Tourist Board 2015.

Below are other winners from Malaysia.

1. Malaysia's Leading Business Hotel - Hilton Kuala Lumpur
2. Malaysia's Leading Hotel - Mandarin Oriental, Kuala Lumpur
3. Malaysia's Leading Hotel Residences - Pacific Regency Hotel Suites
4. Malaysia's Leading Hotel Suite - Presedential Suite at InterContinental Kuala Lumpur
5. Malaysia's Leading Resort - The Westin Langkawi Resort and Spa
6. Malaysia's Leading Serviced Apartments - Fraser Residence Kuala Lumpur
7. Malaysia's Leading Spa Resort - The Andaman, Langkawi

Source:   ",Hong Kong$$Langkawi$$Kuala Lumpur$$Malaysia$$Asia
70,"CONTEST CLOSED!
================

Enjoy 2 nights stay at Thistle Johor Bahru with a buddy, on us!
We’re giving away 2 nights’ hotel stay at Thistle Johor Bahru because we feel like it.  :) 
Simply answer these 2 questions and the LAST COMMENT in the thread wins! 

1) Tell us where is Malaysia is this photo taken?
 2) Name this attraction?

If your comment is the last one for a minimum of 6 hours, be prepared to hear from us.  :) 

#tmsingapore #ourfbcontest",,107026329336542_972804229425410,malaysia.travel.sg,"CONTEST CLOSED!
================

Enjoy 2 nights stay at Thistle Johor Bahru with a buddy, on us!
Were giving away 2 nights hotel stay at Thistle Johor Bahru because we feel like it.  :) 
Simply answer these 2 questions and the LAST COMMENT in the thread wins! 

1) Tell us where is Malaysia is this photo taken?
 2) Name this attraction?

If your comment is the last one for a minimum of 6 hours, be prepared to hear from us.  :) 

#tmsingapore #ourfbcontest ",Thistle Johor Bahru$$Malaysia
71,"Travelling to Johor Bahru?
Try out the KTM shuttle service.","Imagine a train that gets you from from Singapore to JB in 5 minutes flat, for only $5 a trip. Oh wait, that exists. Here's our guide to KTM's Shuttle Tebrau!",107026329336542_972740166098483,malaysia.travel.sg,"Travelling to Johor Bahru?
Try out the KTM shuttle service. Imagine a train that gets you from from Singapore to JB in 5 minutes flat, for only $5 a trip. Oh wait, that exists. Here's our guide to KTM's Shuttle Tebrau!",Singapore$$Johor Bahru
72,"CONTEST CLOSED!
================

Stand a chance to win a 3 Days / 2 Nights stay at Renaissance Johor Bahru Hotel with breakfast for 2 persons.

Simply answer this question:

Peranakan Chinese are the descendants of Chinese immigrants who came to the Malay archipelago and British Malaya between the 15th and 17th centuries.

In Malaysia, peranakan chinese are commonly known in Melaka and Penang. Aside from these states, which other state in Malaysia has a substantial peranakan chinese community?

Contest closing date: 21st October 2015 (Wednesday) at 12pm",,107026329336542_969188303120336,malaysia.travel.sg,"CONTEST CLOSED!
================

Stand a chance to win a 3 Days / 2 Nights stay at Renaissance Johor Bahru Hotel with breakfast for 2 persons.

Simply answer this question:

Peranakan Chinese are the descendants of Chinese immigrants who came to the Malay archipelago and British Malaya between the 15th and 17th centuries.

In Malaysia, peranakan chinese are commonly known in Melaka and Penang. Aside from these states, which other state in Malaysia has a substantial peranakan chinese community?

Contest closing date: 21st October 2015 (Wednesday) at 12pm ",Penang$$Malaya$$Johor Bahru Hotel$$Melaka$$Malaysia
73,"INVITATION:

Dear FBians,
You are invited to witness the Opening Ceremony of Travel Malaysia 2015, this Friday (16th October) at Singapore Expo Hall 6A, 10.30am.

The fair will be officiate by The Honourable, Dato' Seri Mohamed Nazri Abdul Aziz, Minister of Tourism & Culture, Malaysia.

Join us and grab special deals at super low prices for your year-end holiday.

#travelmalaysiafair #tmsingapore #Malaysia #yof2015","Unbelievable promotions, Exciting events, Lucky draws and Breathtaking performances all in ONE place!

Travel Malaysia Fair 2015 .. A place to be this weekend

Like & Share this post to your Family and Friends.

See you this weekend! (:",107026329336542_966900453349121,malaysia.travel.sg,"INVITATION:

Dear FBians,
You are invited to witness the Opening Ceremony of Travel Malaysia 2015, this Friday (16th October) at Singapore Expo Hall 6A,  

The fair will be officiate by The Honourable, Dato' Seri Mohamed Nazri Abdul Aziz, Minister of Tourism & Culture, Malaysia.

Join us and grab special deals at super low prices for your year-end holiday.

#travelmalaysiafair #tmsingapore #Malaysia #yof2015 Unbelievable promotions, Exciting events, Lucky draws and Breathtaking performances all in ONE place!

Travel Malaysia Fair 2015 .. A place to be this weekend

Like & Share this post to your Family and Friends.

See you this weekend! (:",Singapore Expo Hall 6A$$Malaysia
74,"Thank you Blogger Bino (iwandered.net) for your blog contribution.

#tmsingapore #megafam #myfest2015","My latest Malaysian trip took me to the state of Kedah, a place that many people don't realize they have visited. If you have been to the resort island of Langkawi then yes, you would have been to ...",107026329336542_961241530581680,malaysia.travel.sg,"Thank you Blogger Bino   your blog contribution.

#tmsingapore #megafam #myfest2015 My latest Malaysian trip took me to the state of Kedah, a place that many people don't realize they have visited. If you have been to the resort island of Langkawi then yes, you would have been to ...",Kedah$$Langkawi
75,"CONTEST CLOSED!
==============================================

Stand a chance to win 3 Days / 2 Nights stay at Renaissance Johor Bahru Hotel.

Let's Play, Fill-in-the-Blank:
When I think of picture-perfect beaches in Malaysia, I would think of __________

Rules:
 - Closing date: 28 August 2015 (Friday) at 23.59pm
 - Each Contestants are permitted to answer once only. 
 - Contest is only eligible for residents residing in Singapore.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to decide on the winner(s).

#tmsingapore #myfest2015 #yof2015 #fillintheblankcontest #beaches",,107026329336542_943889702316863,malaysia.travel.sg,"CONTEST CLOSED!
==============================================

Stand a chance to win 3 Days / 2 Nights stay at Renaissance Johor Bahru Hotel.

Let's Play, Fill-in-the-Blank:
When I think of picture-perfect beaches in Malaysia, I would think of __________

Rules:
 - Closing date: 28 August 2015 (Friday) at  
 - Each Contestants are permitted to answer once only. 
 - Contest is only eligible for residents residing in Singapore.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to decide on the winner(s).

#tmsingapore #myfest2015 #yof2015 #fillintheblankcontest #beaches ",Singapore$$Johor Bahru Hotel$$Malaysia
76,"Contest Closed!
Congratulations to YngKhai Ung & Emma Joe for being the selected winners.
======================================================

Stand a chance to win 3 Days / 2 Nights stay at Shangri-La’s Tanjung Aru Resort & Spa, Kota Kinabalu. We have 2 hotel vouchers to be WON.

 Let's Play, Fill-in-the-Blank:
The most delicious Malaysian dish that I would recommend is __________

 Rules:
- Closing date: 03 August 2015 (Monday) at 8.00am
- Each Contestants are permitted to answer once only. 
- Contest is only eligible for residents residing in Singapore.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to decide on the winner(s).

#tmsingapore #myfest2015 #yof2015 #fillintheblankcontest #fabulousfood",,107026329336542_930897736949393,malaysia.travel.sg,"Contest Closed!
Congratulations to YngKhai Ung & Emma Joe for being the selected winners.
======================================================

Stand a chance to win 3 Days / 2 Nights stay at Shangri-Las Tanjung Aru Resort & Spa, Kota Kinabalu. We have 2 hotel vouchers to be WON.

 Let's Play, Fill-in-the-Blank:
The most delicious Malaysian dish that I would recommend is __________

 Rules:
- Closing date: 03 August 2015 (Monday) at  
- Each Contestants are permitted to answer once only. 
- Contest is only eligible for residents residing in Singapore.
- Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 - Tourism Malaysia, Singapore office reserves the right, at our discretion, to decide on the winner(s).

#tmsingapore #myfest2015 #yof2015 #fillintheblankcontest #fabulousfood ",Singapore$$Malaysia
77,"Thank you Blogger Bino (iwandered.net) for your blog contribution.

#tmsingapore #megafam #myfest2015",They say that those wishing to experience a more traditional Malaysia should head out to the states of Terengganu and Kelantan at the peninsula's quieter east coast. Filled with a distinctly Malay ...,107026329336542_929374480435052,malaysia.travel.sg,"Thank you Blogger Bino   your blog contribution.

#tmsingapore #megafam #myfest2015 They say that those wishing to experience a more traditional Malaysia should head out to the states of Terengganu and Kelantan at the peninsula's quieter east coast. Filled with a distinctly Malay ...",Terengganu$$Kelantan$$Malaysia
78,We simply ♥ the number 6 so much (HIGHLY RECOMMENDED)  ;),Making a trip to Johor for cheap and delicious food? Check out these places to eat in Johor – you won't be disappointed.,107026329336542_920617594644074,malaysia.travel.sg,We simply  the number 6 so much (HIGHLY RECOMMENDED)  ;) Making a trip to Johor for cheap and delicious food? Check out these places to eat in Johor  you won't be disappointed.,Johor
79,,Planning for a quick weekend getaway? Take your pick from these amazing destinations in Malaysia.,107026329336542_917823768256790,malaysia.travel.sg, Planning for a quick weekend getaway? Take your pick from these amazing destinations in Malaysia.,Malaysia
80,"Contest CLOSED!

======================================================
Stand a chance to win 3 Days / 2 Nights stay at Thistle Port Dickson Resort. We have 4 hotel vouchers to be WON.

Let's Play, Fill in the Blank:

If i could snap my fingers and be on a holiday in Malaysia, i will be in ________________ :)

 Rules:
 -Contest is only eligible for residents residing in Singapore.
 -Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 -Tourism Malaysia, Singapore office reserves the right, at our discretion, to decide on the winner(s).

#tmsingapore #myfest2015 #yof2015 #fillintheblankcontest",,107026329336542_911112058927961,malaysia.travel.sg,"Contest CLOSED!

======================================================
Stand a chance to win 3 Days / 2 Nights stay at Thistle Port Dickson Resort. We have 4 hotel vouchers to be WON.

Let's Play, Fill in the Blank:

If i could snap my fingers and be on a holiday in Malaysia, i will be in ________________ :)

 Rules:
 -Contest is only eligible for residents residing in Singapore.
 -Tourism Malaysia, Singapore office reserves the right, at our discretion, to amend the terms of this contest.
 -Tourism Malaysia, Singapore office reserves the right, at our discretion, to decide on the winner(s).

#tmsingapore #myfest2015 #yof2015 #fillintheblankcontest ",Singapore$$Thistle Port Dickson Resort$$Malaysia
81,,"Ambuyat is a popular dish made from the interior trunk of the sago palm. It may be plain-looking and tasteless on its own, but it’s a flavourful dish once you mix it together with a bit of sauce and other dishes. So give Ambuyat a try on your future visit to East Malaysia!

#MalaysiaTrulyAsia",107026329336542_906293402743160,malaysia.travel.sg," Ambuyat is a popular dish made from the interior trunk of the sago palm. It may be plain-looking and tasteless on its own, but its a flavourful dish once you mix it together with a bit of sauce and other dishes. So give Ambuyat a try on your future visit to East Malaysia!

#MalaysiaTrulyAsia",East Malaysia
